"taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory"								
"2660953	Laurencia J.V.F.Lamouroux"	" 1813	2660953	Laurencia J.V.F.Lamouroux"	" 1813	2	GENUS	ACCEPTED	Plantae	6	Rhodophyta	106	Florideophyceae	342	Ceramiales	665	Rhodomelaceae	4895	Laurencia	2660953			NE"						
"2705426	Eragrostis tenella (L.) P.Beauv. ex Roem. & Schult.	2705428	Eragrostis amabilis (L.) Wight & Arn.	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Eragrostis	2705322	Eragrostis amabilis	2705428	NE"								
"3467331	Anthracothecium americanum (Ach.) Müll.Arg.	3467331	Anthracothecium americanum (Ach.) Müll.Arg.	5	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Eurotiomycetes	178	Pyrenulales	1044	Pyrenulaceae	8352	Anthracothecium	2598840	Anthracothecium americanum	3467331	NE"								
"5273021	Acetabularia crenulata J.V.Lamour.	5273021	Acetabularia crenulata J.V.Lamour.	2	SPECIES	ACCEPTED	Plantae	6	Chlorophyta	36	Ulvophyceae	195	Dasycladales	1364	Polyphysaceae	4859	Acetabularia	2644780	Acetabularia crenulata	5273021	NE"								
"7308026	Orthosiphon aristatus (Blume) Miq.	7308026	Orthosiphon aristatus (Blume) Miq.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Orthosiphon	6410205	Orthosiphon aristatus	7308026	NE"								
"9357542	Indotyphlops braminus (Daudin"	" 1803)	9357542	Indotyphlops braminus (Daudin"	" 1803)	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Reptilia	358	Squamata	715	Typhlopidae	5021	Indotyphlops	9286939	Indotyphlops braminus	9357542	LC"						
"8517	Chaetodontidae	8517	Chaetodontidae	3	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Chaetodontidae	8517					NE"								
"2286095	Dendostrea frons (Linnaeus"	" 1758)	2286095	Dendostrea frons (Linnaeus"	" 1758)	3	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Ostreida	9485611	Ostreidae	6871	Dendostrea	2286094	Dendostrea frons	2286095	NE"						
"2299154	Cosmotriphora Olsson & Harbison"	" 1953	2299154	Cosmotriphora Olsson & Harbison"	" 1953	2	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225			Triphoridae	2660	Cosmotriphora	2299154			"						
"2303626	Agathotoma candidissima (C.B.Adams"	" 1845)	2303626	Agathotoma candidissima (C.B.Adams"	" 1845)	2	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Mangeliidae	5857036	Agathotoma	2303624	Agathotoma candidissima	2303626	NE"						
"2715084	Cyperus caymanensis Millsp.	2715073	Cyperus swartzii (A.Dietr.) Boeckeler ex Kük.	4	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Cyperus	2713455	Cyperus swartzii	2715073	NE"								
"4594238	Acar domingensis (Lamarck"	" 1819)	2286197	Barbatia domingensis (Lamarck"	" 1819)	4	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Bivalvia	137	Arcida	9574493	Arcidae	3483	Barbatia	2286193	Barbatia domingensis	2286197	NE"						
"5192154	Planaxis nucleus (Bruguière"	" 1789)	2299216	Supplanaxis nucleus (Bruguière"	" 1789)	5	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225			Planaxidae	7068	Supplanaxis	2299215	Supplanaxis nucleus	2299216	NE"						
"5209174	Acanthurus chirurgus (Bloch"	" 1787)	5209174	Acanthurus chirurgus (Bloch"	" 1787)	16	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Acanthuridae	4233	Acanthurus	2379647	Acanthurus chirurgus	5209174	LC"						
"5420380	Psidium guajava L.	5420380	Psidium guajava L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Myrtales	690	Myrtaceae	5014	Psidium	3187232	Psidium guajava	5420380	LC"								
"7823330	Eunicea flexuosa (Lamouroux"	" 1821)	7823330	Eunicea flexuosa (Lamouroux"	" 1821)	1	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Alcyonacea	1437	Plexauridae	9242	Eunicea	2260848	Eunicea flexuosa	7823330	NE"						
"9034550	Cerion fuscum (Maynard"	" 1889)	11145436	Cerion pannosum (Maynard"	" 1889)	2	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Stylommatophora	1456	Cerionidae	3244270	Cerion	2294110	Cerion pannosum	11145436	NE"						
"11072397	Scaevola taccada subsp. sericea (Vahl) H.St.John	7544936	Scaevola sericea G.Forst.	1	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Goodeniaceae	3113	Scaevola	3158673	Scaevola sericea	7544936	"								
"4	Chromista	4	Chromista	13	KINGDOM	ACCEPTED	Chromista	4													NE"								
"1897643	Dione Hübner"	" 1819	1897643	Dione Hübner"	" 1819	21	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Dione	1897643			"						
"2260337	Scolymia cubensis (Milne Edwards & Haime"	" 1848)	2260337	Scolymia cubensis (Milne Edwards & Haime"	" 1848)	7	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Scleractinia	714	Faviidae	3968	Scolymia	11278266	Scolymia cubensis	2260337	LC"						
"2298865	Odostomella doliolum (Philippi"	" 1844)	2298865	Odostomella doliolum (Philippi"	" 1844)	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225			Pyramidellidae	6783	Odostomella	2298864	Odostomella doliolum	2298865	NE"						
"2349552	Gambusia Poey"	" 1854	2349552	Gambusia Poey"	" 1854	5	GENUS	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Cyprinodontiformes	547	Poeciliidae	7659	Gambusia	2349552			NE"						
"2378179	Ginsburgellus novemlineatus (Fowler"	" 1950)	2378179	Ginsburgellus novemlineatus (Fowler"	" 1950)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Gobiidae	4274	Ginsburgellus	2378178	Ginsburgellus novemlineatus	2378179	LC"						
"2395367	Coryphoblennius galerita (Linnaeus"	" 1758)	2395367	Coryphoblennius galerita (Linnaeus"	" 1758)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Blenniidae	4251	Coryphoblennius	2395366	Coryphoblennius galerita	2395367	LC"						
"2496098	Leptotila jamaicensis (Linnaeus"	" 1766)	2496098	Leptotila jamaicensis (Linnaeus"	" 1766)	645	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Leptotila	2496059	Leptotila jamaicensis	2496098	LC"						
"3070534	Euphorbia cassythoides Boiss.	3070534	Euphorbia cassythoides Boiss.	4	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Euphorbia	11397237	Euphorbia cassythoides	3070534	NE"								
"5192156	Planaxis lineatus (da Costa"	" 1778)	5192150	Hinea lineata (da Costa"	" 1778)	6	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225			Planaxidae	7068	Hinea	2299208	Hinea lineata	5192150	NE"						
"5231042	Tiaris olivacea (Linnaeus"	" 1766)	5231037	Tiaris olivaceus (Linnaeus"	" 1766)	2	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Tiaris	2491799	Tiaris olivaceus	5231037	LC"						
"5272296	Penicillus capitatus Lam.	5272296	Penicillus capitatus Lam.	5	SPECIES	ACCEPTED	Plantae	6	Chlorophyta	36	Ulvophyceae	195	Bryopsidales	625	Udoteaceae	5272280	Penicillus	2643379	Penicillus capitatus	5272296	NE"								
"5272765	Cladophora catenata (L.) Kütz.	5272765	Cladophora catenata (L.) Kütz.	5	SPECIES	ACCEPTED	Plantae	6	Chlorophyta	36	Ulvophyceae	195	Cladophorales	1362	Cladophoraceae	4854	Cladophora	2643712	Cladophora catenata	5272765	NE"								
"7455039	Buenoa platycnemis (Fieber"	" 1851)	7455039	Buenoa platycnemis (Fieber"	" 1851)	18	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Notonectidae	4322	Buenoa	2020498	Buenoa platycnemis	7455039	NE"						
"9731228	Rhabdosphaera stylifera	8403839	Rhabdolithes claviger (G.Murray & V.H.Blackman) Voeltzk.	2	SPECIES	SYNONYM	Chromista	4	Haptophyta	70	Prymnesiophyceae	258	Syracosphaerales	7482910	Rhabdosphaeraceae	7111	Rhabdolithes	3235181	Rhabdolithes claviger	8403839	NE"								
"1427825	Orthemis ferruginea Fabricius"	" 1775	1427825	Orthemis ferruginea Fabricius"	" 1775	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Odonata	789	Libellulidae	5936	Orthemis	1427822	Orthemis ferruginea	1427825	LC"						
"2259608	Balanophyllia Wood"	" 1844	2259608	Balanophyllia Wood"	" 1844	5	GENUS	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Scleractinia	714	Dendrophylliidae	8186	Balanophyllia	2259608			NE"						
"2288726	Limatula regularis Verrill & Bush"	" 1898	2288726	Limatula regularis Verrill & Bush"	" 1898	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Limida	9380407	Limidae	3480	Limatula	2288723	Limatula regularis	2288726	NE"						
"2291429	Puperita pupa (Linnaeus"	" 1767)	2291429	Puperita pupa (Linnaeus"	" 1767)	36	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Cycloneritida	9680972	Neritidae	2658	Puperita	2291427	Puperita pupa	2291429	NE"						
"2292827	Tegula lividomaculata (C.B.Adams"	" 1845)	2292827	Tegula lividomaculata (C.B.Adams"	" 1845)	12	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Trochida	9715180	Tegulidae	7437686	Tegula	9177272	Tegula lividomaculata	2292827	NE"						
"2293203	Turbo canaliculatus Hermann"	" 1781	2293203	Turbo canaliculatus Hermann"	" 1781	2	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Trochida	9715180	Turbinidae	6802	Turbo	2293195	Turbo canaliculatus	2293203	NE"						
"2294046	Pupoides L.Pfeiffer"	" 1854	2294046	Pupoides L.Pfeiffer"	" 1854	2	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Stylommatophora	1456	Pupillidae	2623	Pupoides	2294046			"						
"2346189	Calamopteryx goslinei Böhlke & Cohen"	" 1966	2346189	Calamopteryx goslinei Böhlke & Cohen"	" 1966	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Ophidiiformes	1308	Bythitidae	4220	Calamopteryx	2346188	Calamopteryx goslinei	2346189	LC"						
"2609848	Buellia gerontoides (Stirt.) Imshaug	2609848	Buellia gerontoides (Stirt.) Imshaug	6	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Lecanoromycetes	180	Caliciales	10861608	Caliciaceae	4115	Buellia	2587707	Buellia gerontoides	2609848	NE"								
"4188262	Piper ossanum (C.DC.) Trel.	3086337	Piper aduncum L.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Piperales	404	Piperaceae	6678	Piper	3075433	Piper aduncum	3086337	NE"								
"5184962	Pseudoplexaura wagenaari (Stiasny"	" 1941)	5184962	Pseudoplexaura wagenaari (Stiasny"	" 1941)	1	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Alcyonacea	1437	Plexauridae	9242	Pseudoplexaura	8337617	Pseudoplexaura wagenaari	5184962	NE"						
"5213883	Bothus ocellatus (Agassiz"	" 1831)	5213883	Bothus ocellatus (Agassiz"	" 1831)	10	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Pleuronectiformes	588	Bothidae	8608	Bothus	2408619	Bothus ocellatus	5213883	LC"						
"5729417	Lucina orbicularis Deshayes"	" 1835	5729417	Lucina orbicularis Deshayes"	" 1835	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Lucinida	9306876	Lucinidae	3455	Lucina	2287424	Lucina orbicularis	5729417	NE"						
"6521189	Neritilia pusilla (C.B.Adams"	" 1850)	6521189	Neritilia pusilla (C.B.Adams"	" 1850)	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Cycloneritida	9680972	Neritiliidae	4357657	Neritilia	4304875	Neritilia pusilla	6521189	NE"						
"10348208	BOLD:ADJ8808	10348208	BOLD:ADJ8808	10	UNRANKED	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Molossidae	5719	Molossus	2433042	Molossus molossus	5218725	"								
"5549	Ephydridae	5549	Ephydridae	1	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Ephydridae	5549					NE"								
"1240491	Myllocerus undecimpustulatus Faust"	" 1891	1240491	Myllocerus undecimpustulatus Faust"	" 1891	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Curculionidae	4239	Myllocerus	1240339	Myllocerus undecimpustulatus	1240491	NE"						
"2297135	Lacteoluna selenina (A.Gould"	" 1848)	2297135	Lacteoluna selenina (A.Gould"	" 1848)	7	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Stylommatophora	1456	Sagdidae	2622	Lacteoluna	2297134	Lacteoluna selenina	2297135	NE"						
"2298525	Pyramidella Lamarck"	" 1799	2298525	Pyramidella Lamarck"	" 1799	2	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225			Pyramidellidae	6783	Pyramidella	2298525			"						
"2303940	Marginellopsis Bavay"	" 1911	2303940	Marginellopsis Bavay"	" 1911	1	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Granulinidae	10447806	Marginellopsis	2303940			"						
"2306167	Chiton viridis Spengler"	" 1797	2306167	Chiton viridis Spengler"	" 1797	7	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Polyplacophora	346	Chitonida	8278247	Chitonidae	9104	Chiton	2306114	Chiton viridis	2306167	NE"						
"2375036	Priacanthus arenatus Cuvier"	" 1829	2375036	Priacanthus arenatus Cuvier"	" 1829	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Priacanthidae	8593	Priacanthus	2375006	Priacanthus arenatus	2375036	LC"						
"2383618	Lachnolaimus maximus (Walbaum"	" 1792)	2383618	Lachnolaimus maximus (Walbaum"	" 1792)	17	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Labridae	8535	Lachnolaimus	2383617	Lachnolaimus maximus	2383618	VU"						
"2385124	Lutjanus guttatus (Steindachner"	" 1869)	2385124	Lutjanus guttatus (Steindachner"	" 1869)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Lutjanidae	8542	Lutjanus	2356953	Lutjanus guttatus	2385124	LC"						
"2437652	Capromys Desmarest"	" 1822	2437652	Capromys Desmarest"	" 1822	4	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459	Capromyidae	9430	Capromys	2437652			NE"						
"2860282	Hymenocallis caymanensis Herb.	9401026	Hymenocallis latifolia var. latifolia	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Amaryllidaceae	7682	Hymenocallis	2860118	Hymenocallis latifolia	2860272	NE"								
"5166463	Heterorhabdus spinifer Park"	" 1970	5166463	Heterorhabdus spinifer Park"	" 1970	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Hexanauplia	9421786	Calanoida	679	Heterorhabdidae	4960	Heterorhabdus	2115527	Heterorhabdus spinifer	5166463	NE"						
"5189229	Lucina pensylvanica (Linnaeus"	" 1758)	5189229	Lucina pensylvanica (Linnaeus"	" 1758)	16	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Lucinida	9306876	Lucinidae	3455	Lucina	2287424	Lucina pensylvanica	5189229	NE"						
"5272302	Penicillus lamourouxii Decne."	" 1842	5272302	Penicillus lamourouxii Decne."	" 1842	2	SPECIES	ACCEPTED	Plantae	6	Chlorophyta	36	Ulvophyceae	195	Bryopsidales	625	Udoteaceae	5272280	Penicillus	2643379	Penicillus lamourouxii	5272302	NE"						
"5789285	Sternula antillarum Lesson"	" 1847	5789285	Sternula antillarum Lesson"	" 1847	1171	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Sternula	4849628	Sternula antillarum	5789285	LC"						
"6109608	Thrinax radiata Lodd. ex Schult. & Schult.f.	6109608	Thrinax radiata Lodd. ex Schult. & Schult.f.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Arecales	552	Arecaceae	7681	Thrinax	2735195	Thrinax radiata	6109608	LC"								
"7191965	Tiaris olivaceus olivaceus	7191965	Tiaris olivaceus olivaceus	91	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Tiaris	2491799	Tiaris olivaceus	5231037	"								
"8787062	Botruanthus mexicanus Stampar"	 González-Muñoz & Morandini	" 2016	8787062	Botruanthus mexicanus Stampar"	 González-Muñoz & Morandini	" 2016	2	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206			Botrucnidiferidae	3945	Botruanthus	2258528	Botruanthus mexicanus	8787062	NE"				
"5905	Gonostomatidae	5905	Gonostomatidae	1	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Stomiiformes	774	Gonostomatidae	5905					NE"								
"2221213	Mysidopsis mathewsoni Brattegard"	" 1969	2221213	Mysidopsis mathewsoni Brattegard"	" 1969	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Malacostraca	229	Mysida	841	Mysidae	5404	Mysidopsis	2218857	Mysidopsis mathewsoni	2221213	NE"						
"2224492	Petrochirus diogenes (Linnaeus"	" 1758)	2224492	Petrochirus diogenes (Linnaeus"	" 1758)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Malacostraca	229	Decapoda	637	Diogenidae	3862	Petrochirus	2224491	Petrochirus diogenes	2224492	NE"						
"2257134	Phymanthus crucifer (Le Sueur"	" 1817)	2257134	Phymanthus crucifer (Le Sueur"	" 1817)	5	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Actiniaria	705	Phymanthidae	9217	Phymanthus	2256133	Phymanthus crucifer	2257134	NE"						
"2377096	Bathygobius soporator (Valenciennes"	" 1837)	2377096	Bathygobius soporator (Valenciennes"	" 1837)	11	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Gobiidae	4274	Bathygobius	2377014	Bathygobius soporator	2377096	LC"						
"2377498	Eleotris Bloch & Schneider"	" 1801	2377498	Eleotris Bloch & Schneider"	" 1801	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Eleotridae	4268	Eleotris	2377498			NE"						
"2489896	Dendroica coronata (Linnaeus"	" 1766)	7341805	Setophaga coronata (Linnaeus"	" 1766)	17	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga coronata	7341805	LC"						
"2703865	Leptochloa fascicularis (Lam.) A.Gray	8257546	Diplachne fusca subsp. fascicularis (Lam.) P.M.Peterson & N.Snow	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Diplachne	6431523	Diplachne fusca	8010581	NE"								
"2762752	Musa paradisiaca L.	2762752	Musa paradisiaca L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Zingiberales	627	Musaceae	4686	Musa	2760990	Musa paradisiaca	2762752	NE"								
"2817215	Harrisella porrecta (Rchb.f.) Fawc. & Rendle	5314423	Dendrophylax porrectus (Rchb.f.) Carlsward & Whitten	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Dendrophylax	2817181	Dendrophylax porrectus	5314423	NE"								
"3152480	Kosteletzkya depressa (L.) O.J.Blanch."	" Fryxell & D.M.Bates	3152480	Kosteletzkya depressa (L.) O.J.Blanch."	" Fryxell & D.M.Bates	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malvales	941	Malvaceae	6685	Kosteletzkya	10681930	Kosteletzkya depressa	3152480	NE"						
"3190118	Zanthoxylum caribaeum Lam.	3190118	Zanthoxylum caribaeum Lam.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Rutaceae	2396	Zanthoxylum	3190076	Zanthoxylum caribaeum	3190118	LC"								
"4108550	Megathyrsus maximus (Jacq.) B.K.Simon & S.W.L.Jacobs	2705868	Panicum maximum Jacq.	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Panicum	2705064	Panicum maximum	2705868	NE"								
"5192590	Cymatium labiosum (W.Wood"	" 1828)	6488636	Turritriton labiosus (W.Wood"	" 1828)	1	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Littorinimorpha	7390893	Cymatiidae	3244460	Turritriton	4610687	Turritriton labiosus	6488636	NE"						
"5214741	Antennarius pauciradiatus Schultz"	" 1957	5214741	Antennarius pauciradiatus Schultz"	" 1957	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Lophiiformes	1305	Antennariidae	7677	Antennarius	10883966	Antennarius pauciradiatus	5214741	LC"						
"5378342	Bernardia dichotoma (Willd.) Müll.Arg.	5378342	Bernardia dichotoma (Willd.) Müll.Arg.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Bernardia	3061860	Bernardia dichotoma	5378342	NE"								
"5730057	Neosiphonia ferulacea (Suhr ex J.Agardh) S.M.Guim. & M.T.Fujii	5730057	Neosiphonia ferulacea (Suhr ex J.Agardh) S.M.Guim. & M.T.Fujii	1	SPECIES	ACCEPTED	Plantae	6	Rhodophyta	106	Florideophyceae	342	Ceramiales	665	Rhodomelaceae	4895	Neosiphonia	2659777	Neosiphonia ferulacea	5730057	NE"								
"8959300	Dendroica crawfordi Nicoll"	" 1904	6092763	Setophaga vitellina crawfordi (Nicoll"	" 1904)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga vitellina	7341791	NE"						
"1429476	Macrodiplax balteata Hagen"	" 1861	1429476	Macrodiplax balteata Hagen"	" 1861	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Odonata	789	Libellulidae	5936	Macrodiplax	1429471	Macrodiplax balteata	1429476	LC"						
"2083004	Aonidiella inornata McKenzie"	" 1938	2083004	Aonidiella inornata McKenzie"	" 1938	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Diaspididae	4521	Aonidiella	2082961	Aonidiella inornata	2083004	NE"						
"2260924	Plexaurella nutans (Duchassaing & Michelotti"	" 1860)	2260924	Plexaurella nutans (Duchassaing & Michelotti"	" 1860)	1	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Alcyonacea	1437	Plexauridae	9242	Plexaurella	8410945	Plexaurella nutans	2260924	NE"						
"2305367	Crassispira leucocyma (Dall"	" 1884)	2305250	Pilsbryspira leucocyma (Dall"	" 1884)	1	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Pseudomelatomidae	6770	Pilsbryspira	2305246	Pilsbryspira leucocyma	2305250	NE"						
"2333286	Anarchopterus tectus (Dawson"	" 1978)	2333286	Anarchopterus tectus (Dawson"	" 1978)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Syngnathiformes	773	Syngnathidae	5901	Anarchopterus	2333285	Anarchopterus tectus	2333286	LC"						
"2368613	Parexocoetus hillianus (Gosse"	" 1851)	2368613	Parexocoetus hillianus (Gosse"	" 1851)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Beloniformes	498	Exocoetidae	2968	Parexocoetus	2368597	Parexocoetus hillianus	2368613	LC"						
"2398894	Stegastes planifrons (Cuvier"	" 1830)	2398894	Stegastes planifrons (Cuvier"	" 1830)	35	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Pomacentridae	4499	Stegastes	2398767	Stegastes planifrons	2398894	LC"						
"5277305	Acanthophora muscoides (L.) Bory	5277305	Acanthophora muscoides (L.) Bory	2	SPECIES	ACCEPTED	Plantae	6	Rhodophyta	106	Florideophyceae	342	Ceramiales	665	Rhodomelaceae	4895	Acanthophora	2659277	Acanthophora muscoides	5277305	NE"								
"5278995	Gracilaria cylindrica Børgesen	5278994	Gracilaria blodgettii Harv.	1	SPECIES	SYNONYM	Plantae	6	Rhodophyta	106	Florideophyceae	342	Gracilariales	1401	Gracilariaceae	4944	Gracilaria	2665450	Gracilaria blodgettii	5278994	NE"								
"7192048	Tyrannus dominicensis dominicensis	7192048	Tyrannus dominicensis dominicensis	34	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Tyrannus	2483336	Tyrannus dominicensis	5229678	"								
